,CV,TL,AL,TWC,AWC,TSC,ASC,TALRATIO,TAWCRATIO,TASCRATIO,TP,AP,TAPD,TAPMEAN,TS,AS,TASD,TASMEAN,TASCCRATIO,TASCCD,TKWC,AKWC,TAKWCRATIO,AMIKWP,TMIKWS,AMIKWS,AFSP,TAFSPMEAN,TAFSPD,AFSS,TAFSSMEAN,TAFSSD,TMIKWAORATIO,TKWAORATIO,TKWAOWRATIO,TKWPMEAN,AKWPMEAN,TAKWPMEAN,TAKWPD,TKWPWMEAN,AKWPWMEAN,TAKWPWMEAN,TAKWPWD,TAMIKWFP,TAMIKWDIST,TAKWDIST,TASIMSPACY,TABSSIMSPACY,TAWSSIMSPACY,TAASSIMSPACY,TAFSSIMSPACY,TABSSIMPSPACY,TAWSSIMPSPACY,TAGSSIMRATIOSPACY,TVC,AVC,TAVCD,TNC,ANC,TANCD,TABSSIMBERT,TAWSSIMBERT,TAASSIMSBERT,TAFSSIMBERT,TABSSIMPBERT,TAWSSIMPBERT,TAGSSIMRATIOBERT,TAMIKWASSIMSPACY,TAMIKWBSSIMSPACY,TAMIKWWSSIMSPACY,TMIKWP,TAMKWSSIMSPACY,TAMKWSP,TAMKWSPD,TAMKWSS,TAMKWSSD,TAMKWFP,TAKWSIMSPACY,TAKWSP,TAKWSPD,TAKWSS,TAKWSSD,TAGSSIMDISTSPACY,TSCC,ASCC,TKWCRATIO,AKWCRATIO,TAKWCRATIORATIO,TMIKWAO,TKWAO,TKWAOW,TVCRATIO,AVCRATIO,TAVCRATIOD,TNCRATIO,ANCRATIO,TANCRATIOD,TAGSSIMCSPACY,TAGSSIMCBERT,TAKWSSIMVARSPACY
0,4.5,68,1537,12,303,1,16,0.04424202992843201,0.039603960396039604,0.0625,0.2,0.13556311413454272,-0.06443688586545729,0.16778155706727138,0.1,0.368790627362056,0.26879062736205594,0.468790627362056,0.6966659951651893,0.057627540280913936,6,20,0.3,0.0,0.0,0.0,0.17500000000000002,0.1875,-0.024999999999999994,0.24666666666666667,0.17333333333333334,0.14666666666666667,0.005681818181818182,-1.3704514044224498,0.036585995895255415,0.0,0.05,0.025,0.05,0.0,0.04085503666771545,0.020427518333857725,0.04085503666771545,0.20738636363636365,-0.5470085470085471,-0.39449192782526116,0.7404644669264251,0.8167323615406343,0.47628063272554677,0.6386273340376531,0.8167323615406343,0.0625,0.5,0.0,0.15384615384615385,0.15625,0.0024038461538461453,0.07692307692307693,0.14772727272727273,0.07080419580419581,0.855155,0.64692736,0.7513038441538811,0.855155,0.0625,0.8125,0.0,0.6804582024628851,0.7511158415586169,0.6098005633671534,0.0,0.6386273340376531,0.12591765873015873,-0.07408234126984128,0.2583482142857143,0.058348214285714295,0.0625,0.7202823719383777,0.17500000000000002,-0.024999999999999994,0.24666666666666667,0.14666666666666667,-1.5333333333333334,0.1323529411764706,0.18998048145738453,0.5,0.066006600660066,7.575000000000001,2.0,15.0,12.878270555129905,0.15384615384615385,0.15625,0.0024038461538461453,0.07692307692307693,0.14772727272727273,0.07080419580419581,0.0,0.0,2.768215630458679e-06
1,3.0,64,3753,10,619,1,19,0.01705302424726885,0.01615508885298869,0.05263157894736842,0.0,-0.020979797979797973,-0.020979797979797973,-0.010489898989898987,0.0,0.2769191919191919,0.2769191919191919,0.2769191919191919,0.8005546075085325,0.03114175326405541,6,20,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01862464183381089,-1.3524937287888883,0.037434300363225426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008595988538681949,-0.07515726740977817,-0.2384875271902624,0.8695344264106478,0.8682727576193763,0.45363752225846643,0.7674057656182893,0.8682727576193763,0.05263157894736842,0.7368421052631579,0.0,0.2727272727272727,0.1346704871060172,-0.1380567856212555,0.36363636363636365,0.1504297994269341,-0.21320656420942954,0.8766562,0.60660833,0.8170254952029178,0.8766562,0.0526315789473684,0.7368421052631579,0.0,0.8041289792655931,0.8682727576193763,0.7493735321944096,0.0,0.7674057656182893,-0.016916976785397837,-0.016916976785397837,0.16423223462697148,0.16423223462697148,0.05263157894736842,0.7947275950033293,0.0,0.0,0.0,0.0,-0.4444444444444444,0.125,0.1561417532640554,0.6,0.03231017770597738,18.57,13.0,31.0,26.129141653531345,0.2727272727272727,0.1346704871060172,-0.1380567856212555,0.36363636363636365,0.1504297994269341,-0.21320656420942954,0.0,0.0,4.327873017485948e-07
2,4.5,47,686,8,121,1,7,0.06851311953352769,0.06611570247933884,0.14285714285714285,0.0,-0.028571428571428564,-0.028571428571428564,-0.014285714285714282,0.0,0.31333333333333335,0.31333333333333335,0.31333333333333335,0.9288201160541586,0.011413684014639297,5,20,0.25,0.0,0.0,0.0,-0.14285714285714285,-0.07142857142857142,-0.14285714285714285,0.20357142857142857,0.10178571428571428,0.20357142857142857,0.022556390977443608,-1.278753600952829,0.04667876503511687,0.0,-0.02857142857142857,-0.014285714285714285,-0.02857142857142857,0.0,-0.0234900512926978,-0.0117450256463489,-0.0234900512926978,0.015037593984962405,-0.0808080808080808,-0.3917748917748918,0.6541810315117544,0.7434681024608069,0.41181953270243254,0.5473541301128061,0.7434681024608069,0.14285714285714285,0.8571428571428571,0.0,0.1111111111111111,0.14285714285714285,0.031746031746031744,0.0,0.13533834586466165,0.13533834586466165,0.87130445,0.73293835,0.777569660118648,0.87130445,0.1428571428571428,0.4285714285714285,0.0,0.6076928725634646,0.7434681024608069,0.5211391859247636,0.0,0.5473541301128061,0.02040816326530612,0.02040816326530612,0.23299319727891157,0.23299319727891157,0.14285714285714285,0.6017109286066832,-0.14285714285714285,-0.14285714285714285,0.20357142857142857,0.20357142857142857,-1.0,0.14893617021276595,0.16034985422740525,0.625,0.1652892561983471,3.78125,3.0,7.0,6.208275749670544,0.1111111111111111,0.14285714285714285,0.031746031746031744,0.0,0.13533834586466165,0.13533834586466165,0.0,0.0,1.0487834507002099e-05
3,3.5,73,2788,16,504,1,22,0.02618364418938307,0.031746031746031744,0.045454545454545456,0.0,0.07363445378151261,0.07363445378151261,0.036817226890756304,0.0,0.3995891690009337,0.3995891690009337,0.3995891690009337,1.0028476364617367,-0.0004667754171498173,8,20,0.4,0.0,0.0,0.0,0.35,0.175,0.35,0.55,0.275,0.55,0.0,-1.0134614353507605,0.06828277477632726,0.0,0.0016666666666666666,0.0008333333333333333,0.0016666666666666666,0.0,0.0015371449497936615,0.0007685724748968308,0.0015371449497936615,1.0,0.0,-0.16040500932587265,0.8283597907906485,0.8682322947539606,0.3695761787750258,0.7156679170178419,0.8329284180376793,0.09090909090909091,0.9545454545454546,0.0,0.125,0.13644524236983843,0.011445242369838432,0.125,0.11490125673249552,-0.010098743267504484,0.87745285,0.56523836,0.8003803816708651,0.8668903,0.0909090909090909,0.9545454545454546,0.0,0.0,0.8,0.7,0.0,0.7156679170178419,0.054568645640074215,0.054568645640074215,0.23712069676355393,0.23712069676355393,0.045454545454545456,0.7471318374299075,0.34999999999999987,0.34999999999999987,0.5499999999999999,0.5499999999999999,-4.0476190476190474,0.1643835616438356,0.1639167862266858,0.5,0.03968253968253968,12.600000000000001,0.0,54.0,38.03350555041428,0.125,0.13644524236983843,0.011445242369838432,0.125,0.11490125673249552,-0.010098743267504484,0.0,0.0,2.458884143697113e-06
4,3.0,67,730,12,130,1,5,0.09178082191780822,0.09230769230769231,0.2,0.0,-0.16845238095238094,-0.16845238095238094,-0.08422619047619047,0.0,0.3154761904761904,0.3154761904761904,0.3154761904761904,0.7601527247483513,0.04238397055816806,7,20,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013422818791946308,-1.1317935832540489,0.062448265109266494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436241610738255,0.21621621621621623,-0.14496314496314494,0.760535909250291,0.7974060105870826,0.5544237637055226,0.6850358763346409,0.7974060105870826,0.2,0.4,0.0,0.08333333333333333,0.10738255033557047,0.02404921700223714,0.08333333333333333,0.174496644295302,0.09116331096196868,0.87985253,0.80318725,0.8323201537132263,0.87985253,0.2,0.8,0.0,0.634052003166777,0.7136802426280314,0.5544237637055226,0.0,0.6850358763346409,-0.13666666666666666,-0.13666666666666666,0.2808333333333333,0.2808333333333333,0.2,0.6850358763346409,0.0,0.0,0.0,0.0,-0.5,0.13432835820895522,0.17671232876712328,0.5833333333333334,0.15384615384615385,3.7916666666666665,2.0,11.0,9.304791501280707,0.08333333333333333,0.10738255033557047,0.02404921700223714,0.08333333333333333,0.174496644295302,0.09116331096196868,0.0,0.0,9.459142312771362e-06
5,3.5,88,4333,15,730,1,29,0.020309254558042927,0.02054794520547945,0.034482758620689655,0.0,-0.008974358974358974,-0.008974358974358974,-0.004487179487179487,0.0,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.8194024205748867,0.02755019616893606,8,20,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012547051442910916,-1.0038312301056709,0.08173555819922307,0.0,-0.005,-0.0025,-0.005,0.0,-0.0042842831413441185,-0.0021421415706720593,-0.0042842831413441185,0.04265997490589712,-0.24020100502512562,-0.07146491953438076,0.8608105703668935,0.875529553711238,0.3506272328014235,0.7375664730499945,0.8755295513297751,0.4827586206896552,1.0,0.0,0.1875,0.11794228356336262,-0.06955771643663738,0.25,0.1932245922208281,-0.056775407779171894,0.90442216,0.6903429,0.849373079579452,0.90442216,0.0344827586206896,1.0,0.06896551724137931,0.7754850081281093,0.875529553711238,0.6881100345240111,0.0,0.7375664730499945,0.00545977011494253,0.00545977011494253,0.22413793103448276,0.22413793103448276,0.034482758620689655,0.7513857316303005,0.0,0.0,0.0,0.0,-0.7857142857142857,0.125,0.15255019616893606,0.5333333333333333,0.0273972602739726,19.46666666666667,10.0,79.0,65.14323988478078,0.1875,0.11794228356336262,-0.06955771643663738,0.25,0.1932245922208281,-0.056775407779171894,0.0,2.0,7.963293010945275e-07
6,3.0,71,552,13,94,2,4,0.1286231884057971,0.13829787234042554,0.5,0.0,0.06517857142857142,0.06517857142857142,0.03258928571428571,0.0,0.38184523809523807,0.38184523809523807,0.38184523809523807,0.9397926017644326,0.009925494998979406,6,20,0.3,0.0,0.0,0.0,0.06517857142857142,0.03258928571428571,0.06517857142857142,0.4089285714285714,0.2044642857142857,0.4089285714285714,0.0,-1.3222192947339193,0.03202751395389299,0.0,0.017499999999999998,0.008749999999999999,0.017499999999999998,0.0,0.015671203000688017,0.007835601500344009,0.015671203000688017,1.0,0.0,-0.26153846153846155,0.8649065487150766,0.8948971586184109,0.5539671345936662,0.7165916008102777,0.8948971586184109,0.25,1.0,0.0,0.14285714285714285,0.12380952380952381,-0.019047619047619035,0.14285714285714285,0.13333333333333333,-0.009523809523809518,0.9036534,0.69140804,0.7854688912630081,0.9036534,0.25,0.75,0.25,0.0,0.8,0.7,0.0,0.7165916008102777,0.08563988095238095,0.08563988095238095,0.30977182539682535,0.30977182539682535,0.25,0.7525540665795263,0.06517857142857142,0.06517857142857142,0.4089285714285714,0.4089285714285714,-1.3333333333333333,0.15492957746478872,0.16485507246376813,0.46153846153846156,0.2127659574468085,2.1692307692307695,0.0,5.0,3.362888965158764,0.14285714285714285,0.12380952380952381,-0.019047619047619035,0.14285714285714285,0.13333333333333333,-0.009523809523809518,0.0,1.0,3.670571712172167e-05
7,4.0,100,3254,19,531,1,21,0.03073140749846343,0.035781544256120526,0.047619047619047616,-0.6999999999999998,0.0937418831168831,0.793741883116883,-0.30312905844155835,0.6666666666666666,0.6154193722943723,-0.05124729437229436,1.282086038961039,0.9490833333333334,0.007510755992624463,8,20,0.4,0.0,0.0,0.0,-0.18787878787878787,-0.44393939393939386,0.512121212121212,0.5181818181818182,0.5924242424242424,-0.14848484848484844,0.005190311418685121,-1.585836579364848,0.019507575085832642,-0.08749999999999998,-0.03,-0.05874999999999999,0.05749999999999998,-0.06148051152598117,-0.028769370401828715,-0.045124940963904944,0.03271114112415245,0.01384083044982699,-0.6683997689196997,-0.3945696129404968,0.8612886893902166,0.855290371169383,0.4777929691512363,0.7657226921223073,0.8098224400226414,0.23809523809523808,1.0,0.0,0.16666666666666666,0.12629757785467127,-0.040369088811995385,0.2222222222222222,0.22145328719723184,-0.0007689350249903693,0.89016783,0.6721402,0.8403895724387396,0.8771405,0.5714285714285714,1.0,0.0,0.8125008039737875,0.8125008039737875,0.8125008039737875,0.0,0.7657226921223073,0.01080035044320756,0.7108003504432074,0.5953813646670789,1.2953813646670786,0.047619047619047616,0.7989592156030798,-0.1878787878787879,0.512121212121212,0.5181818181818182,-0.14848484848484844,-1.0,0.14,0.14751075599262448,0.42105263157894735,0.03766478342749529,11.178947368421053,3.0,15.0,11.275378399611267,0.16666666666666666,0.12629757785467127,-0.040369088811995385,0.2222222222222222,0.22145328719723184,-0.0007689350249903693,0.0,0.0,5.459264095747524e-07
8,5.0,59,4137,9,685,1,30,0.014261542180323905,0.013138686131386862,0.03333333333333333,0.0,0.09971424774056352,0.09971424774056352,0.04985712387028176,0.0,0.34083599149388627,0.34083599149388627,0.34083599149388627,0.7347762102912818,0.0428255962111249,7,20,0.35,0.0,0.0,0.0,0.13636363636363635,0.06818181818181818,0.13636363636363635,0.45454545454545453,0.22727272727272727,0.45454545454545453,0.00749063670411985,-1.4722687519252504,0.02646180740494113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003745318352059925,-0.10708333333333334,-0.2961111111111111,0.760036963407063,0.7920807940881911,0.2628922338186668,0.6062032949134302,0.7825041380677679,0.06666666666666667,1.0,0.0,0.09090909090909091,0.10237203495630462,0.011462944047213708,0.2727272727272727,0.1797752808988764,-0.09295199182839631,0.849585,0.6323351,0.7616542855898539,0.7945072,0.1,0.9666666666666668,0.0,0.6494910691193198,0.7825041380677679,0.47500253701147815,0.0,0.6062032949134302,0.06942971380471381,0.06942971380471381,0.23353114478114476,0.23353114478114476,0.03333333333333333,0.6693924333232976,0.1363636363636363,0.1363636363636363,0.45454545454545453,0.45454545454545453,-2.6206896551724137,0.11864406779661017,0.16146966400773508,0.7777777777777778,0.029197080291970802,26.63888888888889,6.0,27.0,21.195907731357845,0.09090909090909091,0.10237203495630462,0.011462944047213708,0.2727272727272727,0.1797752808988764,-0.09295199182839631,0.0,0.0,1.645797662069875e-06
9,3.0,69,1223,12,198,1,8,0.056418642681929684,0.06060606060606061,0.125,0.0,-0.03950617283950618,-0.03950617283950618,-0.01975308641975309,0.0,0.3858024691358024,0.3858024691358024,0.3858024691358024,0.8906853106110262,0.017787099908753712,8,20,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807015,-1.153814864344529,0.06027358436995916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37280701754385964,-0.2599118942731278,-0.21640969162995594,0.7121718512019419,0.7924029751728578,0.49884087132500327,0.6341102987210936,0.7924029751728578,0.125,0.75,0.0,0.16666666666666666,0.14912280701754385,-0.017543859649122806,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.92851174,0.80689985,0.872092567384243,0.92851174,0.125,0.75,0.25,0.7125601296299354,0.7125601296299354,0.7125601296299354,0.0,0.6341102987210936,-0.07569444444444445,-0.07569444444444445,0.2944444444444444,0.2944444444444444,0.125,0.6546611390985967,0.0,0.0,0.0,0.0,-2.2857142857142856,0.14492753623188406,0.16271463614063778,0.6666666666666666,0.10101010101010101,6.6,1.0,16.0,13.742377236350688,0.16666666666666666,0.14912280701754385,-0.017543859649122806,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,2.0,6.440377544591392e-06
